doi,clientId,publicationYear,resourceType,title,publisher,isPublisher,haveCreatorAffiliation,haveContributorAffiliation,isLatestVersion,isConceptDoi
10.6084/m9.figshare.22600030.v1,figshare.ars,2023,article-journal,Additional file 1 of Presentation of the septic patient to the emergency department with respect to age and sex – a retrospective cross-sectional study,figshare,0,1,0,1,0
10.6084/m9.figshare.22600625,figshare.ars,2023,article-journal,"Additional file 1 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600625.v1,figshare.ars,2023,article-journal,"Additional file 1 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600628,figshare.ars,2023,article-journal,"Additional file 2 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600628.v1,figshare.ars,2023,article-journal,"Additional file 2 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600631,figshare.ars,2023,article-journal,"Additional file 3 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600631.v1,figshare.ars,2023,article-journal,"Additional file 3 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600634,figshare.ars,2023,article-journal,"Additional file 4 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600634.v1,figshare.ars,2023,article-journal,"Additional file 4 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600637,figshare.ars,2023,article-journal,"Additional file 5 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600637.v1,figshare.ars,2023,article-journal,"Additional file 5 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600640,figshare.ars,2023,article-journal,"Additional file 6 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600640.v1,figshare.ars,2023,article-journal,"Additional file 6 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600643,figshare.ars,2023,article-journal,"Additional file 7 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600643.v1,figshare.ars,2023,article-journal,"Additional file 7 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600646,figshare.ars,2023,article-journal,"Additional file 8 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600646.v1,figshare.ars,2023,article-journal,"Additional file 8 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600649,figshare.ars,2023,article-journal,"Additional file 9 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600649.v1,figshare.ars,2023,article-journal,"Additional file 9 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600652,figshare.ars,2023,article-journal,"Additional file 10 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22600652.v1,figshare.ars,2023,article-journal,"Additional file 10 of Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.c.6576596,figshare.ars,2023,article,"Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.c.6576596.v1,figshare.ars,2023,article,"Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers",figshare,0,1,0,1,0
10.6084/m9.figshare.22604164,figshare.ars,2023,article-journal,Additional file 1 of Early management of isolated severe traumatic brain injury patients in a hospital without neurosurgical capabilities: a consensus and clinical recommendations of the World Society of Emergency Surgery (WSES),figshare,0,1,0,1,0
10.6084/m9.figshare.22604164.v1,figshare.ars,2023,article-journal,Additional file 1 of Early management of isolated severe traumatic brain injury patients in a hospital without neurosurgical capabilities: a consensus and clinical recommendations of the World Society of Emergency Surgery (WSES),figshare,0,1,0,1,0
10.6084/m9.figshare.c.6579520,figshare.ars,2023,article,Early management of isolated severe traumatic brain injury patients in a hospital without neurosurgical capabilities: a consensus and clinical recommendations of the World Society of Emergency Surgery (WSES),figshare,0,1,0,1,0
10.6084/m9.figshare.c.6579520.v1,figshare.ars,2023,article,Early management of isolated severe traumatic brain injury patients in a hospital without neurosurgical capabilities: a consensus and clinical recommendations of the World Society of Emergency Surgery (WSES),figshare,0,1,0,1,0
10.6084/m9.figshare.22605724,figshare.ars,2023,article-journal,Additional file 1 of Exploring what is reasonable: uncovering moral reasoning of vascular surgeons in daily practice,figshare,0,1,0,1,0
10.6084/m9.figshare.22605724.v1,figshare.ars,2023,article-journal,Additional file 1 of Exploring what is reasonable: uncovering moral reasoning of vascular surgeons in daily practice,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6580750,figshare.ars,2023,article,Exploring what is reasonable: uncovering moral reasoning of vascular surgeons in daily practice,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6580750.v1,figshare.ars,2023,article,Exploring what is reasonable: uncovering moral reasoning of vascular surgeons in daily practice,figshare,0,1,0,1,0
10.6084/m9.figshare.22605733,figshare.ars,2023,article-journal,Additional file 1 of Development and pilot testing of a decision aid for navigating breast cancer survivorship care,figshare,0,1,0,1,0
10.6084/m9.figshare.22605733.v1,figshare.ars,2023,article-journal,Additional file 1 of Development and pilot testing of a decision aid for navigating breast cancer survivorship care,figshare,0,1,0,1,0
10.6084/m9.figshare.22605736,figshare.ars,2023,article-journal,Additional file 2 of Development and pilot testing of a decision aid for navigating breast cancer survivorship care,figshare,0,1,0,1,0
10.6084/m9.figshare.22605736.v1,figshare.ars,2023,article-journal,Additional file 2 of Development and pilot testing of a decision aid for navigating breast cancer survivorship care,figshare,0,1,0,1,0
10.6084/m9.figshare.22605739,figshare.ars,2023,article-journal,Additional file 3 of Development and pilot testing of a decision aid for navigating breast cancer survivorship care,figshare,0,1,0,1,0
10.6084/m9.figshare.22605739.v1,figshare.ars,2023,article-journal,Additional file 3 of Development and pilot testing of a decision aid for navigating breast cancer survivorship care,figshare,0,1,0,1,0
10.6084/m9.figshare.22605742,figshare.ars,2023,article-journal,Additional file 4 of Development and pilot testing of a decision aid for navigating breast cancer survivorship care,figshare,0,1,0,1,0
10.6084/m9.figshare.22605742.v1,figshare.ars,2023,article-journal,Additional file 4 of Development and pilot testing of a decision aid for navigating breast cancer survivorship care,figshare,0,1,0,1,0
10.6084/m9.figshare.22605745,figshare.ars,2023,dataset,Additional file 5 of Development and pilot testing of a decision aid for navigating breast cancer survivorship care,figshare,0,1,0,1,0
10.6084/m9.figshare.22605745.v1,figshare.ars,2023,dataset,Additional file 5 of Development and pilot testing of a decision aid for navigating breast cancer survivorship care,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6580768,figshare.ars,2023,article,Development and pilot testing of a decision aid for navigating breast cancer survivorship care,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6580768.v1,figshare.ars,2023,article,Development and pilot testing of a decision aid for navigating breast cancer survivorship care,figshare,0,1,0,1,0
10.6084/m9.figshare.22606043,figshare.ars,2023,article-journal,Additional file 1 of Interventions for adults with deafblindness - an integrative review,figshare,0,1,0,1,0
10.6084/m9.figshare.22606043.v1,figshare.ars,2023,article-journal,Additional file 1 of Interventions for adults with deafblindness - an integrative review,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6581036,figshare.ars,2023,article,Interventions for adults with deafblindness - an integrative review,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6581036.v1,figshare.ars,2023,article,Interventions for adults with deafblindness - an integrative review,figshare,0,1,0,1,0
10.6084/m9.figshare.22610164,figshare.ars,2023,article-journal,Additional file 1 of Chronic pain conditions and risk of suicidal behavior: a 10-year longitudinal co-twin control study,figshare,0,1,0,1,0
10.6084/m9.figshare.22610164.v1,figshare.ars,2023,article-journal,Additional file 1 of Chronic pain conditions and risk of suicidal behavior: a 10-year longitudinal co-twin control study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6584389,figshare.ars,2023,article,Chronic pain conditions and risk of suicidal behavior: a 10-year longitudinal co-twin control study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6584389.v1,figshare.ars,2023,article,Chronic pain conditions and risk of suicidal behavior: a 10-year longitudinal co-twin control study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6588142,figshare.ars,2023,article,Klf4-Sirt3/Pparα-Lcad pathway contributes to high phosphate-induced lipid degradation,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6588142.v1,figshare.ars,2023,article,Klf4-Sirt3/Pparα-Lcad pathway contributes to high phosphate-induced lipid degradation,figshare,0,1,0,1,0
10.6084/m9.figshare.22615006,figshare.ars,2023,article-journal,Additional file 2 of Klf4-Sirt3/Pparα-Lcad pathway contributes to high phosphate-induced lipid degradation,figshare,0,1,0,1,0
10.6084/m9.figshare.22615006.v1,figshare.ars,2023,article-journal,Additional file 2 of Klf4-Sirt3/Pparα-Lcad pathway contributes to high phosphate-induced lipid degradation,figshare,0,1,0,1,0
10.6084/m9.figshare.22623824,figshare.ars,2023,article-journal,"Additional file 1 of Mediterranean diet adherence is associated with lower dementia risk, independent of genetic predisposition: findings from the UK Biobank prospective cohort study",figshare,0,1,0,1,0
10.6084/m9.figshare.22623824.v1,figshare.ars,2023,article-journal,"Additional file 1 of Mediterranean diet adherence is associated with lower dementia risk, independent of genetic predisposition: findings from the UK Biobank prospective cohort study",figshare,0,1,0,1,0
10.6084/m9.figshare.c.6595235,figshare.ars,2023,article,"Mediterranean diet adherence is associated with lower dementia risk, independent of genetic predisposition: findings from the UK Biobank prospective cohort study",figshare,0,1,0,1,0
10.6084/m9.figshare.c.6595235.v1,figshare.ars,2023,article,"Mediterranean diet adherence is associated with lower dementia risk, independent of genetic predisposition: findings from the UK Biobank prospective cohort study",figshare,0,1,0,1,0
10.6084/m9.figshare.22662453,figshare.ars,2023,article-journal,Additional file 1 of Alterations in inflammasome-related immunometabolites in individuals with severe psychiatric disorders,figshare,0,1,0,1,0
10.6084/m9.figshare.22662453.v1,figshare.ars,2023,article-journal,Additional file 1 of Alterations in inflammasome-related immunometabolites in individuals with severe psychiatric disorders,figshare,0,1,0,1,0
10.6084/m9.figshare.22662456.v1,figshare.ars,2023,article-journal,Additional file 2 of Alterations in inflammasome-related immunometabolites in individuals with severe psychiatric disorders,figshare,0,1,0,1,0
10.6084/m9.figshare.22662459,figshare.ars,2023,article-journal,Additional file 3 of Alterations in inflammasome-related immunometabolites in individuals with severe psychiatric disorders,figshare,0,1,0,1,0
10.6084/m9.figshare.22662459.v1,figshare.ars,2023,article-journal,Additional file 3 of Alterations in inflammasome-related immunometabolites in individuals with severe psychiatric disorders,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6607938,figshare.ars,2023,article,Alterations in inflammasome-related immunometabolites in individuals with severe psychiatric disorders,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6607938.v1,figshare.ars,2023,article,Alterations in inflammasome-related immunometabolites in individuals with severe psychiatric disorders,figshare,0,1,0,1,0
10.6084/m9.figshare.22662456,figshare.ars,2023,article-journal,Additional file 2 of Alterations in inflammasome-related immunometabolites in individuals with severe psychiatric disorders,figshare,0,1,0,1,0
10.6084/m9.figshare.22732634,figshare.ars,2023,dataset,Penile cancer: long-term infectious and thromboembolic complications following lymph node dissection – a population-based study (Sweden),Taylor & Francis,0,1,0,1,0
10.6084/m9.figshare.22732634.v1,figshare.ars,2023,dataset,Penile cancer: long-term infectious and thromboembolic complications following lymph node dissection – a population-based study (Sweden),Taylor & Francis,0,1,0,1,0
10.5281/zenodo.7912011,cern.zenodo,2023,article-journal,RESISTIRE D5.4 - Report on Open Studios cycle 3,Zenodo,0,0,1,1,0
10.5281/zenodo.7912010,cern.zenodo,2023,article-journal,RESISTIRE D5.4 - Report on Open Studios cycle 3,Zenodo,0,0,1,0,0
10.6084/m9.figshare.22815123,figshare.ars,2023,article-journal,Additional file 1 of Real-life instability in ADHD from young to middle adulthood: a nationwide register-based study of social and occupational problems,figshare,0,1,0,1,0
10.6084/m9.figshare.22815123.v1,figshare.ars,2023,article-journal,Additional file 1 of Real-life instability in ADHD from young to middle adulthood: a nationwide register-based study of social and occupational problems,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6645405,figshare.ars,2023,article,Real-life instability in ADHD from young to middle adulthood: a nationwide register-based study of social and occupational problems,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6645405.v1,figshare.ars,2023,article,Real-life instability in ADHD from young to middle adulthood: a nationwide register-based study of social and occupational problems,figshare,0,1,0,1,0
10.5281/zenodo.7961790,cern.zenodo,2023,article-journal,Genotypic characterization of Staphylococcus chromogenes and Staphylococcus simulans from Swedish cases of bovine sub-clinical mastitis,Zenodo,0,1,0,1,0
10.5281/zenodo.7961789,cern.zenodo,2023,article-journal,Genotypic characterization of Staphylococcus chromogenes and Staphylococcus simulans from Swedish cases of bovine sub-clinical mastitis,Zenodo,0,1,0,0,0
10.5281/zenodo.7974709,cern.zenodo,2023,dataset,THÖR-Magni (Demo Subset): a new multi-modal context-rich dataset of human-robot motion,Zenodo,0,1,0,1,0
10.5281/zenodo.7974708,cern.zenodo,2023,dataset,THÖR-Magni (Demo Subset): a new multi-modal context-rich dataset of human-robot motion,Zenodo,0,1,0,0,0
10.25384/sage.23268034,sage.journals,2023,article-journal,sj-docx-1-tag-10.1177_17562848231174953 – Supplemental material for Long-term outcomes of vedolizumab in inflammatory bowel disease: the Swedish prospective multicentre SVEAH extension study,SAGE Journals,0,1,0,1,0
10.25384/sage.23268034.v1,sage.journals,2023,article-journal,sj-docx-1-tag-10.1177_17562848231174953 – Supplemental material for Long-term outcomes of vedolizumab in inflammatory bowel disease: the Swedish prospective multicentre SVEAH extension study,SAGE Journals,0,1,0,1,0
10.25384/sage.23268037,sage.journals,2023,article-journal,sj-docx-2-tag-10.1177_17562848231174953 – Supplemental material for Long-term outcomes of vedolizumab in inflammatory bowel disease: the Swedish prospective multicentre SVEAH extension study,SAGE Journals,0,1,0,1,0
10.25384/sage.23268037.v1,sage.journals,2023,article-journal,sj-docx-2-tag-10.1177_17562848231174953 – Supplemental material for Long-term outcomes of vedolizumab in inflammatory bowel disease: the Swedish prospective multicentre SVEAH extension study,SAGE Journals,0,1,0,1,0
10.25384/sage.23268040,sage.journals,2023,article-journal,sj-docx-3-tag-10.1177_17562848231174953 – Supplemental material for Long-term outcomes of vedolizumab in inflammatory bowel disease: the Swedish prospective multicentre SVEAH extension study,SAGE Journals,0,1,0,1,0
10.25384/sage.23268040.v1,sage.journals,2023,article-journal,sj-docx-3-tag-10.1177_17562848231174953 – Supplemental material for Long-term outcomes of vedolizumab in inflammatory bowel disease: the Swedish prospective multicentre SVEAH extension study,SAGE Journals,0,1,0,1,0
10.25384/sage.c.6672595,sage.journals,2023,article,Long-term outcomes of vedolizumab in inflammatory bowel disease: the Swedish prospective multicentre SVEAH extension study,SAGE Journals,0,1,0,1,0
10.25384/sage.c.6672595.v1,sage.journals,2023,article,Long-term outcomes of vedolizumab in inflammatory bowel disease: the Swedish prospective multicentre SVEAH extension study,SAGE Journals,0,1,0,1,0
10.5281/zenodo.7997668,cern.zenodo,2023,article-journal,Presentations from the SND event about research data architecture,Zenodo,0,0,1,1,0
10.5281/zenodo.7997667,cern.zenodo,2023,article-journal,Presentations from the SND event about research data architecture,Zenodo,0,0,1,0,0
10.5281/zenodo.8020618,cern.zenodo,2023,article,RESISTIRE factsheet: Promoting Sustainable and Resilient Long-Term Care,Zenodo,0,1,0,1,0
10.5281/zenodo.8020617,cern.zenodo,2023,article,RESISTIRE factsheet: Promoting Sustainable and Resilient Long-Term Care,Zenodo,0,1,0,0,1
10.5281/zenodo.8020772,cern.zenodo,2023,article,RESISTIRE factsheet: Promoting Sustainable and Resilient Long-Term Care,Zenodo,0,1,0,1,0
10.5281/zenodo.8020801,cern.zenodo,2023,article,RESISTIRE factsheet: Digital Transformation for an Inclusive Post-COVID Recovery,Zenodo,0,1,0,1,0
10.5281/zenodo.8020800,cern.zenodo,2023,article,RESISTIRE factsheet: Digital Transformation for an Inclusive Post-COVID Recovery,Zenodo,0,1,0,0,0
10.6084/m9.figshare.23536018,figshare.ars,2023,article-journal,Additional file 1 of Expectations on implementation of a health promotion practice using individually targeted lifestyle interventions in primary health care: a qualitative study,figshare,0,1,0,1,0
10.6084/m9.figshare.23536018.v1,figshare.ars,2023,article-journal,Additional file 1 of Expectations on implementation of a health promotion practice using individually targeted lifestyle interventions in primary health care: a qualitative study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6700987,figshare.ars,2023,article,Expectations on implementation of a health promotion practice using individually targeted lifestyle interventions in primary health care: a qualitative study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6700987.v1,figshare.ars,2023,article,Expectations on implementation of a health promotion practice using individually targeted lifestyle interventions in primary health care: a qualitative study,figshare,0,1,0,1,0
10.5281/zenodo.8060801,cern.zenodo,2023,article,TRIQS/solid_dmft: Version 3.1.5,Zenodo,0,1,0,1,0
10.5281/zenodo.8061703,cern.zenodo,2023,article,(BETTER) STORIES FROM THE PANDEMIC,Zenodo,0,0,1,1,0
10.5281/zenodo.8061702,cern.zenodo,2023,article,(BETTER) STORIES FROM THE PANDEMIC,Zenodo,0,0,1,0,1
10.5281/zenodo.8114395,cern.zenodo,2023,article,RESISTIRE: Agenda for future research. Addressing the impacts of Covid-19 policies on gendered inequalities - cycle 3,Zenodo,0,1,1,1,0
10.5281/zenodo.8114394,cern.zenodo,2023,article,RESISTIRE: Agenda for future research. Addressing the impacts of Covid-19 policies on gendered inequalities - cycle 3,Zenodo,0,1,1,0,0
10.17028/rd.lboro.23708814,bl.lboro,2023,dataset,Supplementary information files for Assessment of corrosive attack of Fe9Cr1Mo alloys in pressurised CO2 for prediction of breakaway oxidation,Loughborough University,0,1,0,1,0
10.17028/rd.lboro.23708814.v1,bl.lboro,2023,dataset,Supplementary information files for Assessment of corrosive attack of Fe9Cr1Mo alloys in pressurised CO2 for prediction of breakaway oxidation,Loughborough University,0,1,0,1,0
10.6084/m9.figshare.23725288,figshare.ars,2023,article-journal,Design of a national patient-centred clinical pathway for sepsis in Sweden,Taylor & Francis,0,1,0,1,0
10.6084/m9.figshare.23725288.v1,figshare.ars,2023,article-journal,Design of a national patient-centred clinical pathway for sepsis in Sweden,Taylor & Francis,0,1,0,1,0
10.5281/zenodo.8203356,cern.zenodo,2023,article,Larmor precession in strongly correlated itinerant electron systems,Zenodo,0,1,0,1,0
10.5281/zenodo.8203355,cern.zenodo,2023,article,Larmor precession in strongly correlated itinerant electron systems,Zenodo,0,1,0,0,0
10.57912/23888322,au.ir,2023,article,What kind of grassroots e-participation? the uneasy demand of new politics in Italy: between continuity and innovation,"Örebro University, Sweden",1,0,0,1,0
10.6084/m9.figshare.23972813,figshare.ars,2023,article-journal,"Additional file 1 of Body mass is associated with hibernation length, body temperature, and heart rate in free-ranging brown bears",figshare,0,1,0,1,0
10.6084/m9.figshare.c.6792974,figshare.ars,2023,article,"Body mass is associated with hibernation length, body temperature, and heart rate in free-ranging brown bears",figshare,0,1,0,1,0
10.6084/m9.figshare.23972813.v1,figshare.ars,2023,article-journal,"Additional file 1 of Body mass is associated with hibernation length, body temperature, and heart rate in free-ranging brown bears",figshare,0,1,0,1,0
10.6084/m9.figshare.c.6792974.v1,figshare.ars,2023,article,"Body mass is associated with hibernation length, body temperature, and heart rate in free-ranging brown bears",figshare,0,1,0,1,0
10.5281/zenodo.8262909,cern.zenodo,2023,article-journal,Narrowing Down the Identity of Extractable Organofluorine in Killer Whale Blubber,Zenodo,0,1,0,1,0
10.5281/zenodo.8262908,cern.zenodo,2023,article-journal,Narrowing Down the Identity of Extractable Organofluorine in Killer Whale Blubber,Zenodo,0,1,0,0,1
10.6084/m9.figshare.c.6799425,figshare.ars,2023,article,Zebrafish gonad mutant models reveal neuroendocrine mechanisms of brain sexual dimorphism and male mating behaviors of different brain regions,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6799425.v1,figshare.ars,2023,article,Zebrafish gonad mutant models reveal neuroendocrine mechanisms of brain sexual dimorphism and male mating behaviors of different brain regions,figshare,0,1,0,1,0
10.6084/m9.figshare.24002937,figshare.ars,2023,article-journal,Additional file 1 of Zebrafish gonad mutant models reveal neuroendocrine mechanisms of brain sexual dimorphism and male mating behaviors of different brain regions,figshare,0,1,0,1,0
10.6084/m9.figshare.24002937.v1,figshare.ars,2023,article-journal,Additional file 1 of Zebrafish gonad mutant models reveal neuroendocrine mechanisms of brain sexual dimorphism and male mating behaviors of different brain regions,figshare,0,1,0,1,0
10.5878/h8qw-ax80,snd.snd,2023,dataset,SPAHRQ (Salutogenic Physical Activity Health Resources Questionnaire),Örebro University,1,1,0,1,0
10.5878/1nzw-4554,snd.snd,2023,dataset,SPAHRQ (Salutogenic Physical Activity Health Resources Questionnaire),Örebro University,1,1,0,0,1
10.5281/zenodo.8308179,cern.zenodo,2023,article,TRIQS/tprf: Version 3.2.0,Zenodo,0,1,0,1,0
10.5281/zenodo.8308203,cern.zenodo,2023,article,TRIQS/solid_dmft: Version 3.2.0,Zenodo,0,1,0,1,0
10.5281/zenodo.8309840,cern.zenodo,2023,article,TRIQS/tprf: Version 3.2.0,Zenodo,0,1,0,1,0
10.6084/m9.figshare.24104243,figshare.ars,2023,article-journal,Additional file 1 of The burden of critical illness among adults in a Swedish region—a population-based point-prevalence study,figshare,0,1,0,1,0
10.6084/m9.figshare.24104243.v1,figshare.ars,2023,article-journal,Additional file 1 of The burden of critical illness among adults in a Swedish region—a population-based point-prevalence study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6825191,figshare.ars,2023,article,The burden of critical illness among adults in a Swedish region—a population-based point-prevalence study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6825191.v1,figshare.ars,2023,article,The burden of critical illness among adults in a Swedish region—a population-based point-prevalence study,figshare,0,1,0,1,0
10.5281/zenodo.8334016,cern.zenodo,2023,article,Pandeminin (Daha) İyi Hikayeleri,Zenodo,0,0,1,1,0
10.5281/zenodo.8334015,cern.zenodo,2023,article,Pandeminin (Daha İyi) Hikayeleri,Örebro University Press,1,0,1,0,1
10.5281/zenodo.8345018,cern.zenodo,2023,dataset,RESISTIRÉ Dataset: Narratives on inequalities caused by policy and societal responses to Covid-19 in Europe – second cycle,Zenodo,0,1,1,1,0
10.5281/zenodo.8345017,cern.zenodo,2023,dataset,RESISTIRÉ Dataset: Narratives on inequalities caused by policy and societal responses to Covid-19 in Europe – second cycle,Zenodo,0,1,1,0,0
10.5281/zenodo.8345201,cern.zenodo,2023,dataset,RESISTIRÉ Dataset: Narratives on inequalities caused by policy and societal responses to Covid-19 in Europe – third cycle,Zenodo,0,1,1,1,0
10.5281/zenodo.8345200,cern.zenodo,2023,dataset,RESISTIRÉ Dataset: Narratives on inequalities caused by policy and societal responses to Covid-19 in Europe – third cycle,Zenodo,0,1,1,0,1
10.5281/zenodo.8347878,cern.zenodo,2023,dataset,RESISTIRÉ Dataset: Narratives on inequalities caused by policy and societal responses to Covid-19 in Europe – third cycle,Zenodo,0,1,1,1,0
10.5281/zenodo.8355608,cern.zenodo,2023,article,ACCTING Factsheet: Promoting access to healthy and environmentally friendly food for the marginalised and vulnerable,Zenodo,0,1,0,1,0
10.5281/zenodo.8355607,cern.zenodo,2023,article,ACCTING Factsheet: Promoting access to healthy and environmentally friendly food for the marginalised and vulnerable,Zenodo,0,1,0,0,0
10.5281/zenodo.8355892,cern.zenodo,2023,article,(BETTER) STORIES FROM THE PANDEMIC,Zenodo,0,0,1,1,0
10.5281/zenodo.8364721,cern.zenodo,2023,article,TRIQS/tprf: Version 3.2.1,Zenodo,0,1,0,1,0
10.6084/m9.figshare.24202725,figshare.ars,2023,article-journal,Additional file 1 of Conflict of interest and risk of bias in systematic reviews on methylphenidate for attention-deficit hyperactivity disorder: a cross-sectional study,figshare,0,1,0,1,0
10.6084/m9.figshare.24202725.v1,figshare.ars,2023,article-journal,Additional file 1 of Conflict of interest and risk of bias in systematic reviews on methylphenidate for attention-deficit hyperactivity disorder: a cross-sectional study,figshare,0,1,0,1,0
10.6084/m9.figshare.24202728,figshare.ars,2023,article-journal,Additional file 2 of Conflict of interest and risk of bias in systematic reviews on methylphenidate for attention-deficit hyperactivity disorder: a cross-sectional study,figshare,0,1,0,1,0
10.6084/m9.figshare.24202728.v1,figshare.ars,2023,article-journal,Additional file 2 of Conflict of interest and risk of bias in systematic reviews on methylphenidate for attention-deficit hyperactivity disorder: a cross-sectional study,figshare,0,1,0,1,0
10.6084/m9.figshare.24202731,figshare.ars,2023,article-journal,Additional file 3 of Conflict of interest and risk of bias in systematic reviews on methylphenidate for attention-deficit hyperactivity disorder: a cross-sectional study,figshare,0,1,0,1,0
10.6084/m9.figshare.24202731.v1,figshare.ars,2023,article-journal,Additional file 3 of Conflict of interest and risk of bias in systematic reviews on methylphenidate for attention-deficit hyperactivity disorder: a cross-sectional study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6853680,figshare.ars,2023,article,Conflict of interest and risk of bias in systematic reviews on methylphenidate for attention-deficit hyperactivity disorder: a cross-sectional study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.6853680.v1,figshare.ars,2023,article,Conflict of interest and risk of bias in systematic reviews on methylphenidate for attention-deficit hyperactivity disorder: a cross-sectional study,figshare,0,1,0,1,0
10.5281/zenodo.8383361,cern.zenodo,2023,article-journal,RESISTIRE D4.4: Summary report on qualitative indicators,Zenodo,0,1,0,1,0
10.5281/zenodo.8383360,cern.zenodo,2023,article-journal,RESISTIRE D4.4: Summary report on qualitative indicators,Zenodo,0,1,0,0,0
10.6084/m9.figshare.24425714,figshare.ars,2023,article-journal,"Additional file 1 of Impact of walk advice alone or in combination with supervised or home-based structured exercise on patient-reported physical function and generic and disease-specific health related quality of life in patients with intermittent claudication, a secondary analysis in a randomized clinical trial",figshare,0,1,0,1,0
10.6084/m9.figshare.24425714.v1,figshare.ars,2023,article-journal,"Additional file 1 of Impact of walk advice alone or in combination with supervised or home-based structured exercise on patient-reported physical function and generic and disease-specific health related quality of life in patients with intermittent claudication, a secondary analysis in a randomized clinical trial",figshare,0,1,0,1,0
10.6084/m9.figshare.c.6894407,figshare.ars,2023,article,"Impact of walk advice alone or in combination with supervised or home-based structured exercise on patient-reported physical function and generic and disease-specific health related quality of life in patients with intermittent claudication, a secondary analysis in a randomized clinical trial",figshare,0,1,0,1,0
10.6084/m9.figshare.c.6894407.v1,figshare.ars,2023,article,"Impact of walk advice alone or in combination with supervised or home-based structured exercise on patient-reported physical function and generic and disease-specific health related quality of life in patients with intermittent claudication, a secondary analysis in a randomized clinical trial",figshare,0,1,0,1,0
